sense_id,headword,pos,selected_sense_en,definition_en,definition_zh,curriculum_band,cefr_level,vocabulary_role,primary_topic_id,secondary_topics,pronunciation_ipa_us,american_audio_file,ecdict_tags,ecdict_collins,ecdict_bnc_rank,ecdict_frq_rank,source_definition,source_translation,copyright_status,license_review,human_review,review_reason,review_status,reviewed_by,review_basis
towel_n_1,towel,n.,"piece of cloth or paper used for drying things, especially your body","piece of cloth or paper used for drying things, especially your body",毛巾,4.0,A2,foundation,daily_life_home_and_objects,,/ˈtaʊəl/,towel_us.mp3,zk gk cet4 cet6 ky toefl ielts,2,4814,3682,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
spoon_n_1,spoon,n.,"tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food","tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food",勺子；汤匙,4.0,A2,foundation,daily_life_home_and_objects,,/spuːn/,spoon_us.mp3,zk gk cet4 cet6 ky toefl,2,6114,4339,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
carry_v_1,carry,v.,to support the weight of somebody/something and take them or it from place to place; to take somebody/something from one place to another,to support the weight of somebody/something and take them or it from place to place; to take somebody/something from one place to another,搬；携带,4.0,A1,foundation,daily_life_home_and_objects,,/ˈkæri/,carry_us.mp3,zk gk ielts,5,283,487,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
fork_n_1,fork,n.,"tool with a handle and three or four sharp points (called prongs), used for picking up and eating food","tool with a handle and three or four sharp points (called prongs), used for picking up and eating food",叉子,4.0,A2,foundation,daily_life_home_and_objects,,/fɔːrk/,fork_us.mp3,zk gk cet4 cet6 ky,2,5592,3758,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
pot_n_1,pot,n.,deep round container used for cooking things in,deep round container used for cooking things in,锅,4.0,B1,foundation,daily_life_home_and_objects,,/pɑːt/,pot_us.mp3,gk cet4 cet6 ky toefl,3,2782,2235,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
put_v_1,put,v.,to move something into a particular place or position,to move something into a particular place or position,放；置于,4.0,A1,foundation,daily_life_home_and_objects,,/pʊt/,put_us.mp3,zk gk ielts,5,116,151,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
keep_v_1,keep,v.,to store something in a particular place or condition,to store something in a particular place or condition,存放；保存,4.0,A1,foundation,daily_life_home_and_objects,,/kiːp/,keep_us.mp3,zk gk ielts,5,171,156,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
clean_v_1,clean,v.,to remove the dirt or dust from something,to remove the dirt or dust from something,清洁；打扫,4.0,A1,foundation,daily_life_home_and_objects,,/kliːn/,clean_us.mp3,zk gk toefl ielts,4,1780,1514,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
pan_n_1,pan,n.,a wide metal container used for cooking food,a wide metal container used for cooking food,平底锅,4.0,A2,foundation,daily_life_home_and_objects,,/pæn/,pan_us.mp3,gk cet4 cet6 ky gre,3,4319,2479,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
open_v_1,open,v.,"to move a door, window, lid, etc. into a position that is no longer closed; to get into this position","to move a door, window, lid, etc. into a position that is no longer closed; to get into this position",打开,4.0,A1,foundation,daily_life_home_and_objects,,/ˈəʊpən/,open_us.mp3,zk gk,5,403,355,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
soap_n_1,soap,n.,substance that you use with water for washing your body,substance that you use with water for washing your body,肥皂,4.0,A2,foundation,daily_life_home_and_objects,,/səʊp/,soap_us.mp3,zk gk cet4 cet6 ky toefl,2,4288,4344,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
brush_n_1,brush,n.,"an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a handle. Brushes are used for many different jobs, such as cleaning, painting and tidying your hair.","an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a handle. Brushes are used for many different jobs, such as cleaning, painting and tidying your hair.",刷子,4.0,A2,foundation,daily_life_home_and_objects,,/brʌʃ/,brush_us.mp3,zk gk,3,3418,3223,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
fridge_n_1,fridge,n.,piece of electrical equipment in which food is kept cold so that it stays fresh,piece of electrical equipment in which food is kept cold so that it stays fresh,冰箱,4.0,A2,foundation,daily_life_home_and_objects,,/frɪdʒ/,fridge_us.mp3,zk cet4 cet6 ky ielts,2,5453,9318,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
use_v_1,use,v.,"to do something with a machine, a method, an object, etc. for a particular purpose","to do something with a machine, a method, an object, etc. for a particular purpose",使用,4.0,A1,foundation,daily_life_home_and_objects,,/juːz/,use_us.mp3,zk gk,4,87,92,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
need_v_1,need,v.,"to require something/somebody because they are essential or very important, not just because you would like to have them","to require something/somebody because they are essential or very important, not just because you would like to have them",需要,4.0,A1,foundation,daily_life_home_and_objects,,/niːd/,need_us.mp3,zk gk,5,132,132,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
water_n_1,water,n.,"liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.","liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.",水,4.0,A1,foundation,daily_life_home_and_objects,,/ˈwɔːtər/,water_us.mp3,zk gk ielts,5,236,226,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
wash_v_1,wash,v.,to make something/somebody clean using water and usually soap,to make something/somebody clean using water and usually soap,洗；清洗,4.0,A1,foundation,daily_life_home_and_objects,,/wɑːʃ/,wash_us.mp3,zk gk,3,1853,2143,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
cook_v_1,cook,v.,"to prepare food by heating it, for example by boiling, baking or frying it","to prepare food by heating it, for example by boiling, baking or frying it",烹饪；做饭,4.0,A1,foundation,daily_life_home_and_objects,,/kʊk/,cook_us.mp3,zk gk,4,2338,1419,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
oven_n_1,oven,n.,"the part of a cooker that is like a box with a door on the front, in which food is cooked or heated","the part of a cooker that is like a box with a door on the front, in which food is cooked or heated",烤箱,4.0,A2,foundation,daily_life_home_and_objects,,/ˈʌvn/,oven_us.mp3,cet4 cet6 ky toefl,2,4188,2920,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
move_v_1,move,v.,"to change position or make somebody/something change position in a way that can be seen, heard or felt","to change position or make somebody/something change position in a way that can be seen, heard or felt",移动；搬动,4.0,A1,foundation,daily_life_home_and_objects,,/muːv/,move_us.mp3,zk gk,5,220,207,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
own_v_1,own,v.,"to have something that belongs to you, especially because you have bought it","to have something that belongs to you, especially because you have bought it",拥有,4.0,A2,foundation,daily_life_home_and_objects,,/əʊn/,own_us.mp3,zk gk,5,118,148,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
repair_v_1,repair,v.,"to fix something that is broken, damaged or torn","to fix something that is broken, damaged or torn",修理,4.0,A2,foundation,daily_life_home_and_objects,,/rɪˈper/,repair_us.mp3,zk gk cet4 cet6 ky toefl ielts,3,2940,3874,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
electricity_n_1,electricity,n.,"form of energy from charged elementary particles, usually supplied as electric current through cables, wires, etc. for lighting, heating, driving machines, etc.","form of energy from charged elementary particles, usually supplied as electric current through cables, wires, etc. for lighting, heating, driving machines, etc.",电；电力,4.0,A2,foundation,daily_life_home_and_objects,,/ɪˌlekˈtrɪsəti/,electricity_us.mp3,gk cet4 cet6 ky ielts,3,2296,2719,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
fix_v_1,fix,v.,to repair or correct something,to repair or correct something,修理；修好,4.0,A2,foundation,daily_life_home_and_objects,,/fɪks/,fix_us.mp3,zk gk cet4 cet6 ky,3,1954,1850,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
basket_n_1,basket,n.,"container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.","container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.",篮子,4.0,A2,foundation,daily_life_home_and_objects,,/ˈbæskɪt/,basket_us.mp3,zk gk,2,3828,3255,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
comfortable_adj_1,comfortable,adj.,"making you feel physically relaxed; pleasant to wear, sit on, etc.","making you feel physically relaxed; pleasant to wear, sit on, etc.",舒适的,4.0,A2,foundation,daily_life_home_and_objects,,/ˈkʌmftəbl/,comfortable_us.mp3,zk gk cet4 cet6 ky ielts,3,2195,1701,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
safe_adj_1,safe,adj.,"protected from any danger, harm or loss","protected from any danger, harm or loss",安全的,4.0,A2,foundation,daily_life_home_and_objects,,/seɪf/,safe_us.mp3,zk gk cet4 cet6 ky ielts gre,4,1244,1058,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
rent_v_1,rent,v.,"to pay money to use a home, room, or object for a period of time","to pay money to use a home, room, or object for a period of time",租用；租住,4.0,B1,foundation,daily_life_home_and_objects,,/rent/,rent_us.mp3,gk cet4 cet6 ky toefl ielts gre,3,2386,3433,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
refrigerator_n_1,refrigerator,n.,white goods in which food can be stored at low temperatures,white goods in which food can be stored at low temperatures,冰箱,4.0,A2,foundation,daily_life_home_and_objects,,ri'fridʒәreitә,,gk cet4 cet6 toefl,1,9857,4133,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
stove_n_1,stove,n.,a kitchen appliance with burners used for cooking food,a kitchen appliance with burners used for cooking food,炉灶,4.0,A2,foundation,daily_life_home_and_objects,,stәuv,,gk cet4 cet6 ky toefl,1,6609,4388,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
