sense_id,headword,pos,selected_sense_en,definition_en,definition_zh,curriculum_band,cefr_level,vocabulary_role,primary_topic_id,secondary_topics,pronunciation_ipa_us,american_audio_file,ecdict_tags,ecdict_collins,ecdict_bnc_rank,ecdict_frq_rank,source_definition,source_translation,copyright_status,license_review,human_review,review_reason
own_v_1,own,v.,"to have something that belongs to you, especially because you have bought it","to have something that belongs to you, especially because you have bought it","拥有, 支配, 自认, 承认, 顺从于",4.0,A2,foundation,daily_life_home_and_objects,,/əʊn/,own_us.mp3,zk gk,5,118,148,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
repair_v_1,repair,v.,"to fix something that is broken, damaged or torn","to fix something that is broken, damaged or torn","修理, 修补, 补救, 恢复, 补偿",4.0,A2,foundation,daily_life_home_and_objects,,/rɪˈper/,repair_us.mp3,zk gk cet4 cet6 ky toefl ielts,3,2940,3874,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
electricity_n_1,electricity,n.,"form of energy from charged elementary particles, usually supplied as electric current through cables, wires, etc. for lighting, heating, driving machines, etc.","form of energy from charged elementary particles, usually supplied as electric current through cables, wires, etc. for lighting, heating, driving machines, etc.","电, 电流, 电学, 热情, 电力供应",4.0,A2,foundation,daily_life_home_and_objects,,/ɪˌlekˈtrɪsəti/,electricity_us.mp3,gk cet4 cet6 ky ielts,3,2296,2719,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
fix_v_1,fix,v.,to repair or correct something,to repair or correct something,"使固定, 修理, 准备, 安装, 凝视, 牢记, 确定, 整理",4.0,A2,foundation,daily_life_home_and_objects,,/fɪks/,fix_us.mp3,zk gk cet4 cet6 ky,3,1954,1850,OXFORD_REPO,ECDICT,private_study_only,T,T,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
basket_n_1,basket,n.,"container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.","container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.","篮, 篮子",4.0,A2,foundation,daily_life_home_and_objects,,/ˈbæskɪt/,basket_us.mp3,zk gk,2,3828,3255,OXFORD_REPO,ECDICT,private_study_only,T,T,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
comfortable_adj_1,comfortable,adj.,"making you feel physically relaxed; pleasant to wear, sit on, etc.","making you feel physically relaxed; pleasant to wear, sit on, etc.","舒服的, 轻松的",4.0,A2,foundation,daily_life_home_and_objects,,/ˈkʌmftəbl/,comfortable_us.mp3,zk gk cet4 cet6 ky ielts,3,2195,1701,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
safe_adj_1,safe,adj.,"protected from any danger, harm or loss","protected from any danger, harm or loss","安全的, 可靠的, 平安的, 稳健的, 有把握的",4.0,A2,foundation,daily_life_home_and_objects,,/seɪf/,safe_us.mp3,zk gk cet4 cet6 ky ielts gre,4,1244,1058,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
rent_v_1,rent,v.,"to pay money to use a home, room, or object for a period of time","to pay money to use a home, room, or object for a period of time",租用；租住,4.0,B1,foundation,daily_life_home_and_objects,,/rent/,rent_us.mp3,gk cet4 cet6 ky toefl ielts gre,3,2386,3433,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,AI-assisted verb sense; verify manually. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
refrigerator_n_1,refrigerator,n.,white goods in which food can be stored at low temperatures,white goods in which food can be stored at low temperatures,"电冰箱, 冷藏库",4.0,A2,foundation,daily_life_home_and_objects,,ri'fridʒәreitә,,gk cet4 cet6 toefl,1,9857,4133,ECDICT,ECDICT,mit_dataset,F,T,Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
stove_n_1,stove,n.,a kitchen appliance used for cooking food,a kitchen appliance used for cooking food,"火炉, 窑",4.0,A2,foundation,daily_life_home_and_objects,,stәuv,,gk cet4 cet6 ky toefl,1,6609,4388,ECDICT,ECDICT,mit_dataset,F,T,Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
