option_id,question_id,option_text,target_sense_id,is_correct,sort_order,human_review
opt_q_4_cabinet_n_1_context_db79a9b6cecd_3,q_4_cabinet_n_1_context_db79a9b6cecd,钥匙,key_n_1,F,3,F
opt_q_4_cabinet_n_1_context_db79a9b6cecd_4,q_4_cabinet_n_1_context_db79a9b6cecd,家具,furniture_n_1,F,4,F
opt_q_4_curtain_n_1_meaning_f8539f3d0dc1_1,q_4_curtain_n_1_meaning_f8539f3d0dc1,key,key_n_1,F,1,F
opt_q_4_curtain_n_1_meaning_f8539f3d0dc1_2,q_4_curtain_n_1_meaning_f8539f3d0dc1,ceiling,ceiling_n_1,F,2,F
opt_q_4_curtain_n_1_meaning_f8539f3d0dc1_3,q_4_curtain_n_1_meaning_f8539f3d0dc1,curtain,curtain_n_1,T,3,F
opt_q_4_curtain_n_1_meaning_f8539f3d0dc1_4,q_4_curtain_n_1_meaning_f8539f3d0dc1,carpet,carpet_n_1,F,4,F
opt_q_4_curtain_n_1_context_befc6402cf5b_1,q_4_curtain_n_1_context_befc6402cf5b,天花板,ceiling_n_1,F,1,F
opt_q_4_curtain_n_1_context_befc6402cf5b_2,q_4_curtain_n_1_context_befc6402cf5b,钥匙,key_n_1,F,2,F
opt_q_4_curtain_n_1_context_befc6402cf5b_3,q_4_curtain_n_1_context_befc6402cf5b,地毯,carpet_n_1,F,3,F
opt_q_4_curtain_n_1_context_befc6402cf5b_4,q_4_curtain_n_1_context_befc6402cf5b,窗帘,curtain_n_1,T,4,F
opt_q_4_balcony_n_1_meaning_a041653edc5f_1,q_4_balcony_n_1_meaning_a041653edc5f,drawer,drawer_n_1,F,1,F
opt_q_4_balcony_n_1_meaning_a041653edc5f_2,q_4_balcony_n_1_meaning_a041653edc5f,table,table_n_1,F,2,F
opt_q_4_balcony_n_1_meaning_a041653edc5f_3,q_4_balcony_n_1_meaning_a041653edc5f,balcony,balcony_n_1,T,3,F
opt_q_4_balcony_n_1_meaning_a041653edc5f_4,q_4_balcony_n_1_meaning_a041653edc5f,closet,closet_n_1,F,4,F
opt_q_4_balcony_n_1_context_b5ecf3234374_1,q_4_balcony_n_1_context_b5ecf3234374,抽屉,drawer_n_1,F,1,F
opt_q_4_balcony_n_1_context_b5ecf3234374_2,q_4_balcony_n_1_context_b5ecf3234374,壁橱；衣橱,closet_n_1,F,2,F
opt_q_4_balcony_n_1_context_b5ecf3234374_3,q_4_balcony_n_1_context_b5ecf3234374,阳台,balcony_n_1,T,3,F
opt_q_4_balcony_n_1_context_b5ecf3234374_4,q_4_balcony_n_1_context_b5ecf3234374,桌子,table_n_1,F,4,F
opt_q_4_toilet_n_1_meaning_677d86f2fd14_1,q_4_toilet_n_1_meaning_677d86f2fd14,shelf,shelf_n_1,F,1,F
opt_q_4_toilet_n_1_meaning_677d86f2fd14_2,q_4_toilet_n_1_meaning_677d86f2fd14,toilet,toilet_n_1,T,2,F
opt_q_4_toilet_n_1_meaning_677d86f2fd14_3,q_4_toilet_n_1_meaning_677d86f2fd14,curtain,curtain_n_1,F,3,F
opt_q_4_toilet_n_1_meaning_677d86f2fd14_4,q_4_toilet_n_1_meaning_677d86f2fd14,lock,lock_n_1,F,4,F
opt_q_4_toilet_n_1_context_73bc7ede7e29_1,q_4_toilet_n_1_context_73bc7ede7e29,架子；搁板,shelf_n_1,F,1,F
opt_q_4_toilet_n_1_context_73bc7ede7e29_2,q_4_toilet_n_1_context_73bc7ede7e29,锁,lock_n_1,F,2,F
opt_q_4_toilet_n_1_context_73bc7ede7e29_3,q_4_toilet_n_1_context_73bc7ede7e29,马桶；厕所,toilet_n_1,T,3,F
opt_q_4_toilet_n_1_context_73bc7ede7e29_4,q_4_toilet_n_1_context_73bc7ede7e29,窗帘,curtain_n_1,F,4,F
opt_q_4_closet_n_1_meaning_46334a2fddd3_1,q_4_closet_n_1_meaning_46334a2fddd3,bedroom,bedroom_n_1,F,1,F
opt_q_4_closet_n_1_meaning_46334a2fddd3_2,q_4_closet_n_1_meaning_46334a2fddd3,home,home_n_1,F,2,F
opt_q_4_closet_n_1_meaning_46334a2fddd3_3,q_4_closet_n_1_meaning_46334a2fddd3,closet,closet_n_1,T,3,F
opt_q_4_closet_n_1_meaning_46334a2fddd3_4,q_4_closet_n_1_meaning_46334a2fddd3,yard,yard_n_1,F,4,F
opt_q_4_closet_n_1_context_fdd95a2cac95_1,q_4_closet_n_1_context_fdd95a2cac95,卧室,bedroom_n_1,F,1,F
opt_q_4_closet_n_1_context_fdd95a2cac95_2,q_4_closet_n_1_context_fdd95a2cac95,院子,yard_n_1,F,2,F
opt_q_4_closet_n_1_context_fdd95a2cac95_3,q_4_closet_n_1_context_fdd95a2cac95,壁橱；衣橱,closet_n_1,T,3,F
opt_q_4_closet_n_1_context_fdd95a2cac95_4,q_4_closet_n_1_context_fdd95a2cac95,家；住所,home_n_1,F,4,F
opt_q_4_drawer_n_1_meaning_7d06ae23abef_1,q_4_drawer_n_1_meaning_7d06ae23abef,bathroom,bathroom_n_1,F,1,F
opt_q_4_drawer_n_1_meaning_7d06ae23abef_2,q_4_drawer_n_1_meaning_7d06ae23abef,apartment,apartment_n_1,F,2,F
opt_q_4_drawer_n_1_meaning_7d06ae23abef_3,q_4_drawer_n_1_meaning_7d06ae23abef,drawer,drawer_n_1,T,3,F
opt_q_4_drawer_n_1_meaning_7d06ae23abef_4,q_4_drawer_n_1_meaning_7d06ae23abef,curtain,curtain_n_1,F,4,F
opt_q_4_drawer_n_1_context_d182b8b18b3e_1,q_4_drawer_n_1_context_d182b8b18b3e,浴室；卫生间,bathroom_n_1,F,1,F
opt_q_4_drawer_n_1_context_d182b8b18b3e_2,q_4_drawer_n_1_context_d182b8b18b3e,窗帘,curtain_n_1,F,2,F
opt_q_4_drawer_n_1_context_d182b8b18b3e_3,q_4_drawer_n_1_context_d182b8b18b3e,公寓,apartment_n_1,F,3,F
opt_q_4_drawer_n_1_context_d182b8b18b3e_4,q_4_drawer_n_1_context_d182b8b18b3e,抽屉,drawer_n_1,T,4,F
opt_q_4_couch_n_1_meaning_fb60f6af7368_1,q_4_couch_n_1_meaning_fb60f6af7368,wall,wall_n_1,F,1,F
opt_q_4_couch_n_1_meaning_fb60f6af7368_2,q_4_couch_n_1_meaning_fb60f6af7368,couch,couch_n_1,T,2,F
opt_q_4_couch_n_1_meaning_fb60f6af7368_3,q_4_couch_n_1_meaning_fb60f6af7368,blanket,blanket_n_1,F,3,F
opt_q_4_couch_n_1_meaning_fb60f6af7368_4,q_4_couch_n_1_meaning_fb60f6af7368,lamp,lamp_n_1,F,4,F
opt_q_4_couch_n_1_context_3746ae254055_1,q_4_couch_n_1_context_3746ae254055,长沙发,couch_n_1,T,1,F
opt_q_4_couch_n_1_context_3746ae254055_2,q_4_couch_n_1_context_3746ae254055,墙；墙壁,wall_n_1,F,2,F
opt_q_4_couch_n_1_context_3746ae254055_3,q_4_couch_n_1_context_3746ae254055,灯,lamp_n_1,F,3,F
opt_q_4_couch_n_1_context_3746ae254055_4,q_4_couch_n_1_context_3746ae254055,毯子；毛毯,blanket_n_1,F,4,F
opt_q_4_wardrobe_n_1_meaning_a02dbc14655f_1,q_4_wardrobe_n_1_meaning_a02dbc14655f,cabinet,cabinet_n_1,F,1,F
opt_q_4_wardrobe_n_1_meaning_a02dbc14655f_2,q_4_wardrobe_n_1_meaning_a02dbc14655f,wardrobe,wardrobe_n_1,T,2,F
opt_q_4_wardrobe_n_1_meaning_a02dbc14655f_3,q_4_wardrobe_n_1_meaning_a02dbc14655f,sofa,sofa_n_1,F,3,F
opt_q_4_wardrobe_n_1_meaning_a02dbc14655f_4,q_4_wardrobe_n_1_meaning_a02dbc14655f,floor,floor_n_1,F,4,F
opt_q_4_wardrobe_n_1_context_55033160a530_1,q_4_wardrobe_n_1_context_55033160a530,沙发,sofa_n_1,F,1,F
opt_q_4_wardrobe_n_1_context_55033160a530_2,q_4_wardrobe_n_1_context_55033160a530,地板,floor_n_1,F,2,F
opt_q_4_wardrobe_n_1_context_55033160a530_3,q_4_wardrobe_n_1_context_55033160a530,橱柜；储物柜,cabinet_n_1,F,3,F
opt_q_4_wardrobe_n_1_context_55033160a530_4,q_4_wardrobe_n_1_context_55033160a530,衣柜；衣橱,wardrobe_n_1,T,4,F
opt_q_4_sofa_n_1_meaning_ae191128421f_1,q_4_sofa_n_1_meaning_ae191128421f,entrance,entrance_n_1,F,1,F
opt_q_4_sofa_n_1_meaning_ae191128421f_2,q_4_sofa_n_1_meaning_ae191128421f,lamp,lamp_n_1,F,2,F
opt_q_4_sofa_n_1_meaning_ae191128421f_3,q_4_sofa_n_1_meaning_ae191128421f,sofa,sofa_n_1,T,3,F
opt_q_4_sofa_n_1_meaning_ae191128421f_4,q_4_sofa_n_1_meaning_ae191128421f,room,room_n_1,F,4,F
opt_q_4_sofa_n_1_context_ac0519b3a9f4_1,q_4_sofa_n_1_context_ac0519b3a9f4,房间,room_n_1,F,1,F
opt_q_4_sofa_n_1_context_ac0519b3a9f4_2,q_4_sofa_n_1_context_ac0519b3a9f4,灯,lamp_n_1,F,2,F
opt_q_4_sofa_n_1_context_ac0519b3a9f4_3,q_4_sofa_n_1_context_ac0519b3a9f4,沙发,sofa_n_1,T,3,F
opt_q_4_sofa_n_1_context_ac0519b3a9f4_4,q_4_sofa_n_1_context_ac0519b3a9f4,入口,entrance_n_1,F,4,F
opt_q_4_blanket_n_1_meaning_88658f600964_1,q_4_blanket_n_1_meaning_88658f600964,blanket,blanket_n_1,T,1,F
opt_q_4_blanket_n_1_meaning_88658f600964_2,q_4_blanket_n_1_meaning_88658f600964,sofa,sofa_n_1,F,2,F
opt_q_4_blanket_n_1_meaning_88658f600964_3,q_4_blanket_n_1_meaning_88658f600964,carpet,carpet_n_1,F,3,F
opt_q_4_blanket_n_1_meaning_88658f600964_4,q_4_blanket_n_1_meaning_88658f600964,hall,hall_n_1,F,4,F
opt_q_4_blanket_n_1_context_1fa821c2eade_1,q_4_blanket_n_1_context_1fa821c2eade,门厅；走廊,hall_n_1,F,1,F
opt_q_4_blanket_n_1_context_1fa821c2eade_2,q_4_blanket_n_1_context_1fa821c2eade,地毯,carpet_n_1,F,2,F
opt_q_4_blanket_n_1_context_1fa821c2eade_3,q_4_blanket_n_1_context_1fa821c2eade,沙发,sofa_n_1,F,3,F
opt_q_4_blanket_n_1_context_1fa821c2eade_4,q_4_blanket_n_1_context_1fa821c2eade,毯子；毛毯,blanket_n_1,T,4,F
opt_q_4_pillow_n_1_meaning_ea1471abb5c3_1,q_4_pillow_n_1_meaning_ea1471abb5c3,pillow,pillow_n_1,T,1,F
opt_q_4_pillow_n_1_meaning_ea1471abb5c3_2,q_4_pillow_n_1_meaning_ea1471abb5c3,floor,floor_n_1,F,2,F
opt_q_4_pillow_n_1_meaning_ea1471abb5c3_3,q_4_pillow_n_1_meaning_ea1471abb5c3,cabinet,cabinet_n_1,F,3,F
opt_q_4_pillow_n_1_meaning_ea1471abb5c3_4,q_4_pillow_n_1_meaning_ea1471abb5c3,entrance,entrance_n_1,F,4,F
opt_q_4_pillow_n_1_context_3365dd5ade66_1,q_4_pillow_n_1_context_3365dd5ade66,枕头,pillow_n_1,T,1,F
opt_q_4_pillow_n_1_context_3365dd5ade66_2,q_4_pillow_n_1_context_3365dd5ade66,地板,floor_n_1,F,2,F
opt_q_4_pillow_n_1_context_3365dd5ade66_3,q_4_pillow_n_1_context_3365dd5ade66,入口,entrance_n_1,F,3,F
opt_q_4_pillow_n_1_context_3365dd5ade66_4,q_4_pillow_n_1_context_3365dd5ade66,橱柜；储物柜,cabinet_n_1,F,4,F
opt_q_4_mattress_n_1_meaning_bdc11ddec984_1,q_4_mattress_n_1_meaning_bdc11ddec984,garage,garage_n_1,F,1,F
opt_q_4_mattress_n_1_meaning_bdc11ddec984_2,q_4_mattress_n_1_meaning_bdc11ddec984,chair,chair_n_1,F,2,F
opt_q_4_mattress_n_1_meaning_bdc11ddec984_3,q_4_mattress_n_1_meaning_bdc11ddec984,mattress,mattress_n_1,T,3,F
opt_q_4_mattress_n_1_meaning_bdc11ddec984_4,q_4_mattress_n_1_meaning_bdc11ddec984,bedroom,bedroom_n_1,F,4,F
opt_q_4_mattress_n_1_context_6d0db4648493_1,q_4_mattress_n_1_context_6d0db4648493,椅子,chair_n_1,F,1,F
opt_q_4_mattress_n_1_context_6d0db4648493_2,q_4_mattress_n_1_context_6d0db4648493,床垫,mattress_n_1,T,2,F
opt_q_4_mattress_n_1_context_6d0db4648493_3,q_4_mattress_n_1_context_6d0db4648493,卧室,bedroom_n_1,F,3,F
opt_q_4_mattress_n_1_context_6d0db4648493_4,q_4_mattress_n_1_context_6d0db4648493,车库,garage_n_1,F,4,F
opt_q_5_cup_n_1_meaning_2c62735b98fa_1,q_5_cup_n_1_meaning_2c62735b98fa,basket,basket_n_1,F,1,F
opt_q_5_cup_n_1_meaning_2c62735b98fa_2,q_5_cup_n_1_meaning_2c62735b98fa,plate,plate_n_1,F,2,F
opt_q_5_cup_n_1_meaning_2c62735b98fa_3,q_5_cup_n_1_meaning_2c62735b98fa,cup,cup_n_1,T,3,F
opt_q_5_cup_n_1_meaning_2c62735b98fa_4,q_5_cup_n_1_meaning_2c62735b98fa,bowl,bowl_n_1,F,4,F
opt_q_5_cup_n_1_context_038afdd79791_1,q_5_cup_n_1_context_038afdd79791,篮子,basket_n_1,F,1,F
opt_q_5_cup_n_1_context_038afdd79791_2,q_5_cup_n_1_context_038afdd79791,碗,bowl_n_1,F,2,F
opt_q_5_cup_n_1_context_038afdd79791_3,q_5_cup_n_1_context_038afdd79791,杯子,cup_n_1,T,3,F
opt_q_5_cup_n_1_context_038afdd79791_4,q_5_cup_n_1_context_038afdd79791,盘子,plate_n_1,F,4,F
opt_q_5_glass_n_1_meaning_653cd1c2b00a_1,q_5_glass_n_1_meaning_653cd1c2b00a,bowl,bowl_n_1,F,1,F
opt_q_5_glass_n_1_meaning_653cd1c2b00a_2,q_5_glass_n_1_meaning_653cd1c2b00a,box,box_n_1,F,2,F
opt_q_5_glass_n_1_meaning_653cd1c2b00a_3,q_5_glass_n_1_meaning_653cd1c2b00a,glass,glass_n_1,T,3,F
opt_q_5_glass_n_1_meaning_653cd1c2b00a_4,q_5_glass_n_1_meaning_653cd1c2b00a,refrigerator,refrigerator_n_1,F,4,F
opt_q_5_glass_n_1_context_27c1d6ff4c7f_1,q_5_glass_n_1_context_27c1d6ff4c7f,玻璃杯,glass_n_1,T,1,F
opt_q_5_glass_n_1_context_27c1d6ff4c7f_2,q_5_glass_n_1_context_27c1d6ff4c7f,碗,bowl_n_1,F,2,F
opt_q_5_glass_n_1_context_27c1d6ff4c7f_3,q_5_glass_n_1_context_27c1d6ff4c7f,盒子；箱子,box_n_1,F,3,F
opt_q_5_glass_n_1_context_27c1d6ff4c7f_4,q_5_glass_n_1_context_27c1d6ff4c7f,冰箱,refrigerator_n_1,F,4,F
opt_q_5_object_n_1_meaning_15261a12f511_1,q_5_object_n_1_meaning_15261a12f511,object,object_n_1,T,1,F
opt_q_5_object_n_1_meaning_15261a12f511_2,q_5_object_n_1_meaning_15261a12f511,stove,stove_n_1,F,2,F
opt_q_5_object_n_1_meaning_15261a12f511_3,q_5_object_n_1_meaning_15261a12f511,brush,brush_n_1,F,3,F
opt_q_5_object_n_1_meaning_15261a12f511_4,q_5_object_n_1_meaning_15261a12f511,pot,pot_n_1,F,4,F
opt_q_5_object_n_1_context_1829f73ac5aa_1,q_5_object_n_1_context_1829f73ac5aa,锅,pot_n_1,F,1,F
opt_q_5_object_n_1_context_1829f73ac5aa_2,q_5_object_n_1_context_1829f73ac5aa,炉灶,stove_n_1,F,2,F
opt_q_5_object_n_1_context_1829f73ac5aa_3,q_5_object_n_1_context_1829f73ac5aa,物体；物品,object_n_1,T,3,F
opt_q_5_object_n_1_context_1829f73ac5aa_4,q_5_object_n_1_context_1829f73ac5aa,刷子,brush_n_1,F,4,F
opt_q_5_thing_n_1_meaning_2ff111855f48_1,q_5_thing_n_1_meaning_2ff111855f48,thing,thing_n_1,T,1,F
opt_q_5_thing_n_1_meaning_2ff111855f48_2,q_5_thing_n_1_meaning_2ff111855f48,refrigerator,refrigerator_n_1,F,2,F
opt_q_5_thing_n_1_meaning_2ff111855f48_3,q_5_thing_n_1_meaning_2ff111855f48,pan,pan_n_1,F,3,F
opt_q_5_thing_n_1_meaning_2ff111855f48_4,q_5_thing_n_1_meaning_2ff111855f48,glass,glass_n_1,F,4,F
opt_q_5_thing_n_1_context_d0155b3c6e64_1,q_5_thing_n_1_context_d0155b3c6e64,玻璃杯,glass_n_1,F,1,F
opt_q_5_thing_n_1_context_d0155b3c6e64_2,q_5_thing_n_1_context_d0155b3c6e64,平底锅,pan_n_1,F,2,F
opt_q_5_thing_n_1_context_d0155b3c6e64_3,q_5_thing_n_1_context_d0155b3c6e64,冰箱,refrigerator_n_1,F,3,F
opt_q_5_thing_n_1_context_d0155b3c6e64_4,q_5_thing_n_1_context_d0155b3c6e64,东西；事物,thing_n_1,T,4,F
opt_q_5_box_n_1_meaning_b6363be9d9f2_1,q_5_box_n_1_meaning_b6363be9d9f2,refrigerator,refrigerator_n_1,F,1,F
opt_q_5_box_n_1_meaning_b6363be9d9f2_2,q_5_box_n_1_meaning_b6363be9d9f2,box,box_n_1,T,2,F
opt_q_5_box_n_1_meaning_b6363be9d9f2_3,q_5_box_n_1_meaning_b6363be9d9f2,bag,bag_n_1,F,3,F
opt_q_5_box_n_1_meaning_b6363be9d9f2_4,q_5_box_n_1_meaning_b6363be9d9f2,computer,computer_n_1,F,4,F
opt_q_5_box_n_1_context_eec0bde060c0_1,q_5_box_n_1_context_eec0bde060c0,袋子；包,bag_n_1,F,1,F
opt_q_5_box_n_1_context_eec0bde060c0_2,q_5_box_n_1_context_eec0bde060c0,盒子；箱子,box_n_1,T,2,F
opt_q_5_box_n_1_context_eec0bde060c0_3,q_5_box_n_1_context_eec0bde060c0,冰箱,refrigerator_n_1,F,3,F
opt_q_5_box_n_1_context_eec0bde060c0_4,q_5_box_n_1_context_eec0bde060c0,电脑,computer_n_1,F,4,F
opt_q_5_bag_n_1_meaning_4c211806d4b3_1,q_5_bag_n_1_meaning_4c211806d4b3,brush,brush_n_1,F,1,F
opt_q_5_bag_n_1_meaning_4c211806d4b3_2,q_5_bag_n_1_meaning_4c211806d4b3,glass,glass_n_1,F,2,F
opt_q_5_bag_n_1_meaning_4c211806d4b3_3,q_5_bag_n_1_meaning_4c211806d4b3,plate,plate_n_1,F,3,F
opt_q_5_bag_n_1_meaning_4c211806d4b3_4,q_5_bag_n_1_meaning_4c211806d4b3,bag,bag_n_1,T,4,F
opt_q_5_bag_n_1_context_509c1980ec4c_1,q_5_bag_n_1_context_509c1980ec4c,刷子,brush_n_1,F,1,F
opt_q_5_bag_n_1_context_509c1980ec4c_2,q_5_bag_n_1_context_509c1980ec4c,袋子；包,bag_n_1,T,2,F
opt_q_5_bag_n_1_context_509c1980ec4c_3,q_5_bag_n_1_context_509c1980ec4c,盘子,plate_n_1,F,3,F
opt_q_5_bag_n_1_context_509c1980ec4c_4,q_5_bag_n_1_context_509c1980ec4c,玻璃杯,glass_n_1,F,4,F
opt_q_5_bottle_n_1_meaning_d442acc838bc_1,q_5_bottle_n_1_meaning_d442acc838bc,electricity,electricity_n_1,F,1,F
opt_q_5_bottle_n_1_meaning_d442acc838bc_2,q_5_bottle_n_1_meaning_d442acc838bc,basket,basket_n_1,F,2,F
opt_q_5_bottle_n_1_meaning_d442acc838bc_3,q_5_bottle_n_1_meaning_d442acc838bc,bag,bag_n_1,F,3,F
opt_q_5_bottle_n_1_meaning_d442acc838bc_4,q_5_bottle_n_1_meaning_d442acc838bc,bottle,bottle_n_1,T,4,F
opt_q_5_bottle_n_1_context_b63699142755_1,q_5_bottle_n_1_context_b63699142755,瓶子,bottle_n_1,T,1,F
opt_q_5_bottle_n_1_context_b63699142755_2,q_5_bottle_n_1_context_b63699142755,电；电力,electricity_n_1,F,2,F
opt_q_5_bottle_n_1_context_b63699142755_3,q_5_bottle_n_1_context_b63699142755,篮子,basket_n_1,F,3,F
opt_q_5_bottle_n_1_context_b63699142755_4,q_5_bottle_n_1_context_b63699142755,袋子；包,bag_n_1,F,4,F
opt_q_5_knife_n_1_meaning_3f912adbb96c_1,q_5_knife_n_1_meaning_3f912adbb96c,fork,fork_n_1,F,1,F
opt_q_5_knife_n_1_meaning_3f912adbb96c_2,q_5_knife_n_1_meaning_3f912adbb96c,knife,knife_n_1,T,2,F
opt_q_5_knife_n_1_meaning_3f912adbb96c_3,q_5_knife_n_1_meaning_3f912adbb96c,box,box_n_1,F,3,F
opt_q_5_knife_n_1_meaning_3f912adbb96c_4,q_5_knife_n_1_meaning_3f912adbb96c,water,water_n_1,F,4,F
opt_q_5_knife_n_1_context_302156d70d5e_1,q_5_knife_n_1_context_302156d70d5e,盒子；箱子,box_n_1,F,1,F
opt_q_5_knife_n_1_context_302156d70d5e_2,q_5_knife_n_1_context_302156d70d5e,叉子,fork_n_1,F,2,F
opt_q_5_knife_n_1_context_302156d70d5e_3,q_5_knife_n_1_context_302156d70d5e,刀；小刀,knife_n_1,T,3,F
opt_q_5_knife_n_1_context_302156d70d5e_4,q_5_knife_n_1_context_302156d70d5e,水,water_n_1,F,4,F
opt_q_5_television_n_1_meaning_acb3201aef21_1,q_5_television_n_1_meaning_acb3201aef21,pot,pot_n_1,F,1,F
opt_q_5_television_n_1_meaning_acb3201aef21_2,q_5_television_n_1_meaning_acb3201aef21,television,television_n_1,T,2,F
opt_q_5_television_n_1_meaning_acb3201aef21_3,q_5_television_n_1_meaning_acb3201aef21,towel,towel_n_1,F,3,F
opt_q_5_television_n_1_meaning_acb3201aef21_4,q_5_television_n_1_meaning_acb3201aef21,stove,stove_n_1,F,4,F
opt_q_5_television_n_1_context_3d147dbf68bd_1,q_5_television_n_1_context_3d147dbf68bd,炉灶,stove_n_1,F,1,F
opt_q_5_television_n_1_context_3d147dbf68bd_2,q_5_television_n_1_context_3d147dbf68bd,毛巾,towel_n_1,F,2,F
opt_q_5_television_n_1_context_3d147dbf68bd_3,q_5_television_n_1_context_3d147dbf68bd,锅,pot_n_1,F,3,F
opt_q_5_television_n_1_context_3d147dbf68bd_4,q_5_television_n_1_context_3d147dbf68bd,电视机,television_n_1,T,4,F
opt_q_5_dish_n_1_meaning_7772255c1088_1,q_5_dish_n_1_meaning_7772255c1088,glass,glass_n_1,F,1,F
opt_q_5_dish_n_1_meaning_7772255c1088_2,q_5_dish_n_1_meaning_7772255c1088,dish,dish_n_1,T,2,F
opt_q_5_dish_n_1_meaning_7772255c1088_3,q_5_dish_n_1_meaning_7772255c1088,computer,computer_n_1,F,3,F
opt_q_5_dish_n_1_meaning_7772255c1088_4,q_5_dish_n_1_meaning_7772255c1088,knife,knife_n_1,F,4,F
opt_q_5_dish_n_1_context_e2626d3bb552_1,q_5_dish_n_1_context_e2626d3bb552,刀；小刀,knife_n_1,F,1,F
opt_q_5_dish_n_1_context_e2626d3bb552_2,q_5_dish_n_1_context_e2626d3bb552,盘；碟,dish_n_1,T,2,F
opt_q_5_dish_n_1_context_e2626d3bb552_3,q_5_dish_n_1_context_e2626d3bb552,玻璃杯,glass_n_1,F,3,F
opt_q_5_dish_n_1_context_e2626d3bb552_4,q_5_dish_n_1_context_e2626d3bb552,电脑,computer_n_1,F,4,F
opt_q_5_computer_n_1_meaning_c99d4f2f9520_1,q_5_computer_n_1_meaning_c99d4f2f9520,towel,towel_n_1,F,1,F
opt_q_5_computer_n_1_meaning_c99d4f2f9520_2,q_5_computer_n_1_meaning_c99d4f2f9520,knife,knife_n_1,F,2,F
opt_q_5_computer_n_1_meaning_c99d4f2f9520_3,q_5_computer_n_1_meaning_c99d4f2f9520,computer,computer_n_1,T,3,F
opt_q_5_computer_n_1_meaning_c99d4f2f9520_4,q_5_computer_n_1_meaning_c99d4f2f9520,pan,pan_n_1,F,4,F
opt_q_5_computer_n_1_context_49b6bbac9122_1,q_5_computer_n_1_context_49b6bbac9122,平底锅,pan_n_1,F,1,F
opt_q_5_computer_n_1_context_49b6bbac9122_2,q_5_computer_n_1_context_49b6bbac9122,毛巾,towel_n_1,F,2,F
opt_q_5_computer_n_1_context_49b6bbac9122_3,q_5_computer_n_1_context_49b6bbac9122,刀；小刀,knife_n_1,F,3,F
opt_q_5_computer_n_1_context_49b6bbac9122_4,q_5_computer_n_1_context_49b6bbac9122,电脑,computer_n_1,T,4,F
opt_q_5_plate_n_1_meaning_6d87ebbae2fb_1,q_5_plate_n_1_meaning_6d87ebbae2fb,plate,plate_n_1,T,1,F
opt_q_5_plate_n_1_meaning_6d87ebbae2fb_2,q_5_plate_n_1_meaning_6d87ebbae2fb,knife,knife_n_1,F,2,F
opt_q_5_plate_n_1_meaning_6d87ebbae2fb_3,q_5_plate_n_1_meaning_6d87ebbae2fb,oven,oven_n_1,F,3,F
opt_q_5_plate_n_1_meaning_6d87ebbae2fb_4,q_5_plate_n_1_meaning_6d87ebbae2fb,television,television_n_1,F,4,F
opt_q_5_plate_n_1_context_7a54c7751820_1,q_5_plate_n_1_context_7a54c7751820,电视机,television_n_1,F,1,F
opt_q_5_plate_n_1_context_7a54c7751820_2,q_5_plate_n_1_context_7a54c7751820,盘子,plate_n_1,T,2,F
opt_q_5_plate_n_1_context_7a54c7751820_3,q_5_plate_n_1_context_7a54c7751820,刀；小刀,knife_n_1,F,3,F
opt_q_5_plate_n_1_context_7a54c7751820_4,q_5_plate_n_1_context_7a54c7751820,烤箱,oven_n_1,F,4,F
opt_q_5_phone_n_1_meaning_4f56bb534510_1,q_5_phone_n_1_meaning_4f56bb534510,bag,bag_n_1,F,1,F
opt_q_5_phone_n_1_meaning_4f56bb534510_2,q_5_phone_n_1_meaning_4f56bb534510,phone,phone_n_1,T,2,F
opt_q_5_phone_n_1_meaning_4f56bb534510_3,q_5_phone_n_1_meaning_4f56bb534510,dish,dish_n_1,F,3,F
opt_q_5_phone_n_1_meaning_4f56bb534510_4,q_5_phone_n_1_meaning_4f56bb534510,pot,pot_n_1,F,4,F
opt_q_5_phone_n_1_context_e8e73cff25a8_1,q_5_phone_n_1_context_e8e73cff25a8,盘；碟,dish_n_1,F,1,F
opt_q_5_phone_n_1_context_e8e73cff25a8_2,q_5_phone_n_1_context_e8e73cff25a8,电话；手机,phone_n_1,T,2,F
opt_q_5_phone_n_1_context_e8e73cff25a8_3,q_5_phone_n_1_context_e8e73cff25a8,袋子；包,bag_n_1,F,3,F
opt_q_5_phone_n_1_context_e8e73cff25a8_4,q_5_phone_n_1_context_e8e73cff25a8,锅,pot_n_1,F,4,F
opt_q_5_bowl_n_1_meaning_d9ad7725bed9_1,q_5_bowl_n_1_meaning_d9ad7725bed9,bowl,bowl_n_1,T,1,F
opt_q_5_bowl_n_1_meaning_d9ad7725bed9_2,q_5_bowl_n_1_meaning_d9ad7725bed9,dish,dish_n_1,F,2,F
opt_q_5_bowl_n_1_meaning_d9ad7725bed9_3,q_5_bowl_n_1_meaning_d9ad7725bed9,fridge,fridge_n_1,F,3,F
opt_q_5_bowl_n_1_meaning_d9ad7725bed9_4,q_5_bowl_n_1_meaning_d9ad7725bed9,basket,basket_n_1,F,4,F
opt_q_5_bowl_n_1_context_75580e77e7ca_1,q_5_bowl_n_1_context_75580e77e7ca,碗,bowl_n_1,T,1,F
opt_q_5_bowl_n_1_context_75580e77e7ca_2,q_5_bowl_n_1_context_75580e77e7ca,盘；碟,dish_n_1,F,2,F
opt_q_5_bowl_n_1_context_75580e77e7ca_3,q_5_bowl_n_1_context_75580e77e7ca,篮子,basket_n_1,F,3,F
