question_id,sense_id,level_number,question_type_id,type_code,example_id,prompt_hint,stem,correct_answer,translation_zh,difficulty,expected_time_ms,is_active,generation_version,human_review,review_status,is_context_hint,context_for_multiple_meaning
q_4_stairs_n_1_meaning_43f10da310dc,stairs_n_1,4,2,2,,Choose the word that matches the meaning.,a flight of stairs or a flight of steps,stairs,楼梯,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_stairs_n_1_context_f9f518e0af2a,stairs_n_1,4,2,2,ex_stairs_n_1_1,根据句子选择目标单词的完整中文释义。,"The bedrooms are at the top of the stairs.

句中“stairs”是什么意思？",stairs,卧室在楼梯顶端。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_stairs_n_1_spelling_15eb58bf8232,stairs_n_1,4,1,1,ex_stairs_n_1_2,Complete the word using the first-letter hint.,Please walk carefully on the s_____.,stairs,在楼梯上行走时请小心。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_stairs_n_1_cloze_d729c8999e4b,stairs_n_1,4,3,3,ex_stairs_n_1_1,楼梯,The bedrooms are at the top of the ______.,stairs,卧室在楼梯顶端。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_shower_n_1_meaning_914d88d2c42f,shower_n_1,4,2,2,,Choose the word that matches the meaning.,equipment that sprays water so a person can wash,shower,淋浴器,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_shower_n_1_context_cb2b62aefb57,shower_n_1,4,2,2,ex_shower_n_1_1,根据句子选择目标单词的完整中文释义。,"Water flowed from the shower.

句中“shower”是什么意思？",shower,水从淋浴器中流出。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_shower_n_1_spelling_9c9ec2bcfd2c,shower_n_1,4,1,1,ex_shower_n_1_2,Complete the word using the first-letter hint.,The bathroom has a new s_____.,shower,浴室装了新的淋浴器。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_shower_n_1_cloze_a4c8401ac7a8,shower_n_1,4,3,3,ex_shower_n_1_1,淋浴器,Water flowed from the ______.,shower,水从淋浴器中流出。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_cabinet_n_1_meaning_f105eef43700,cabinet_n_1,4,2,2,,Choose the word that matches the meaning.,a piece of furniture with shelves or drawers used for storage,cabinet,橱柜；储物柜,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_cabinet_n_1_context_db79a9b6cecd,cabinet_n_1,4,2,2,ex_cabinet_n_1_1,根据句子选择目标单词的完整中文释义。,"The cups are inside the kitchen cabinet.

句中“cabinet”是什么意思？",cabinet,杯子在厨房橱柜里。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_cabinet_n_1_spelling_8556242c44ac,cabinet_n_1,4,1,1,ex_cabinet_n_1_2,Complete the word using the first-letter hint.,He keeps medicine in a locked c______.,cabinet,他把药放在上锁的柜子里。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_cabinet_n_1_cloze_25759fcf6f48,cabinet_n_1,4,3,3,ex_cabinet_n_1_1,橱柜；储物柜,The cups are inside the kitchen ______.,cabinet,杯子在厨房橱柜里。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_curtain_n_1_meaning_f8539f3d0dc1,curtain_n_1,4,2,2,,Choose the word that matches the meaning.,piece of cloth that is hung to cover a window,curtain,窗帘,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_curtain_n_1_context_befc6402cf5b,curtain_n_1,4,2,2,ex_curtain_n_1_1,根据句子选择目标单词的完整中文释义。,"She opened the curtain to see outside.

句中“curtain”是什么意思？",curtain,她拉开窗帘看外面。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_curtain_n_1_spelling_54ad542581e0,curtain_n_1,4,1,1,ex_curtain_n_1_2,Complete the word using the first-letter hint.,A blue c______ covers the bedroom window.,curtain,一幅蓝色窗帘遮住卧室窗户。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_curtain_n_1_cloze_c1a62544e8d4,curtain_n_1,4,3,3,ex_curtain_n_1_1,窗帘,She opened the ______ to see outside.,curtain,她拉开窗帘看外面。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_balcony_n_1_meaning_a041653edc5f,balcony_n_1,4,2,2,,Choose the word that matches the meaning.,a platform outside an upper floor of a building,balcony,阳台,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_balcony_n_1_context_b5ecf3234374,balcony_n_1,4,2,2,ex_balcony_n_1_1,根据句子选择目标单词的完整中文释义。,"We grow flowers on the balcony.

句中“balcony”是什么意思？",balcony,我们在阳台上种花。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_balcony_n_1_spelling_05cdc5be2826,balcony_n_1,4,1,1,ex_balcony_n_1_2,Complete the word using the first-letter hint.,The apartment b______ faces the park.,balcony,公寓的阳台朝向公园。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_balcony_n_1_cloze_6d085afecbf6,balcony_n_1,4,3,3,ex_balcony_n_1_1,阳台,We grow flowers on the ______.,balcony,我们在阳台上种花。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_toilet_n_1_meaning_677d86f2fd14,toilet_n_1,4,2,2,,Choose the word that matches the meaning.,large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,toilet,马桶；厕所,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_toilet_n_1_context_73bc7ede7e29,toilet_n_1,4,2,2,ex_toilet_n_1_1,根据句子选择目标单词的完整中文释义。,"The toilet is beside the shower.

句中“toilet”是什么意思？",toilet,马桶在淋浴旁边。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_toilet_n_1_spelling_29c0604725ce,toilet_n_1,4,1,1,ex_toilet_n_1_2,Complete the word using the first-letter hint.,Please clean the t_____ every week.,toilet,请每周清洁马桶。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_toilet_n_1_cloze_8fbe91d8bb07,toilet_n_1,4,3,3,ex_toilet_n_1_1,马桶；厕所,The ______ is beside the shower.,toilet,马桶在淋浴旁边。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_closet_n_1_meaning_46334a2fddd3,closet_n_1,4,2,2,,Choose the word that matches the meaning.,a small storage space or cupboard for clothes and other things,closet,壁橱；衣橱,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_closet_n_1_context_fdd95a2cac95,closet_n_1,4,2,2,ex_closet_n_1_1,根据句子选择目标单词的完整中文释义。,"Her coats are hanging in the closet.

句中“closet”是什么意思？",closet,她的外套挂在衣橱里。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_closet_n_1_spelling_0a3096c76434,closet_n_1,4,1,1,ex_closet_n_1_2,Complete the word using the first-letter hint.,The bedroom c_____ is very small.,closet,卧室的壁橱很小。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_closet_n_1_cloze_ae3d1c35179b,closet_n_1,4,3,3,ex_closet_n_1_1,壁橱；衣橱,Her coats are hanging in the ______.,closet,她的外套挂在衣橱里。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_drawer_n_1_meaning_7d06ae23abef,drawer_n_1,4,2,2,,Choose the word that matches the meaning.,a boxlike container in a piece of furniture; made so as to slide in and out,drawer,抽屉,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_drawer_n_1_context_d182b8b18b3e,drawer_n_1,4,2,2,ex_drawer_n_1_1,根据句子选择目标单词的完整中文释义。,"The forks are in the top drawer.

句中“drawer”是什么意思？",drawer,叉子在最上面的抽屉里。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_drawer_n_1_spelling_ec2de0eff108,drawer_n_1,4,1,1,ex_drawer_n_1_2,Complete the word using the first-letter hint.,She put the letter inside a d_____.,drawer,她把信放进了抽屉。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_drawer_n_1_cloze_82387f05f8bb,drawer_n_1,4,3,3,ex_drawer_n_1_1,抽屉,The forks are in the top ______.,drawer,叉子在最上面的抽屉里。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_couch_n_1_meaning_fb60f6af7368,couch_n_1,4,2,2,,Choose the word that matches the meaning.,a long comfortable seat for two or more people,couch,长沙发,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_couch_n_1_context_3746ae254055,couch_n_1,4,2,2,ex_couch_n_1_1,根据句子选择目标单词的完整中文释义。,"The family sat together on the couch.

句中“couch”是什么意思？",couch,全家人一起坐在长沙发上。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_couch_n_1_spelling_edee03d6869b,couch_n_1,4,1,1,ex_couch_n_1_2,Complete the word using the first-letter hint.,He fell asleep on the c____.,couch,他在沙发上睡着了。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_couch_n_1_cloze_532bc257e049,couch_n_1,4,3,3,ex_couch_n_1_1,长沙发,The family sat together on the ______.,couch,全家人一起坐在长沙发上。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_wardrobe_n_1_meaning_a02dbc14655f,wardrobe_n_1,4,2,2,,Choose the word that matches the meaning.,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,wardrobe,衣柜；衣橱,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_wardrobe_n_1_context_55033160a530,wardrobe_n_1,4,2,2,ex_wardrobe_n_1_1,根据句子选择目标单词的完整中文释义。,"Her dresses hang inside the wardrobe.

句中“wardrobe”是什么意思？",wardrobe,她的连衣裙挂在衣柜里。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_wardrobe_n_1_spelling_1f056091e7e3,wardrobe_n_1,4,1,1,ex_wardrobe_n_1_2,Complete the word using the first-letter hint.,The w_______ stands beside the bed.,wardrobe,衣柜放在床边。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_wardrobe_n_1_cloze_d73d26b56c85,wardrobe_n_1,4,3,3,ex_wardrobe_n_1_1,衣柜；衣橱,Her dresses hang inside the ______.,wardrobe,她的连衣裙挂在衣柜里。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_sofa_n_1_meaning_ae191128421f,sofa_n_1,4,2,2,,Choose the word that matches the meaning.,an upholstered seat for more than one person,sofa,沙发,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_sofa_n_1_context_ac0519b3a9f4,sofa_n_1,4,2,2,ex_sofa_n_1_1,根据句子选择目标单词的完整中文释义。,"Three people can sit on the sofa.

句中“sofa”是什么意思？",sofa,三个人可以坐在这张沙发上。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_sofa_n_1_spelling_f1704727913c,sofa_n_1,4,1,1,ex_sofa_n_1_2,Complete the word using the first-letter hint.,They bought a comfortable new s___.,sofa,他们买了一张舒适的新沙发。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_sofa_n_1_cloze_84300378bbfe,sofa_n_1,4,3,3,ex_sofa_n_1_1,沙发,Three people can sit on the ______.,sofa,三个人可以坐在这张沙发上。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_blanket_n_1_meaning_88658f600964,blanket_n_1,4,2,2,,Choose the word that matches the meaning.,"large cover, often made of wool, used especially on beds to keep people warm",blanket,毯子；毛毯,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_blanket_n_1_context_1fa821c2eade,blanket_n_1,4,2,2,ex_blanket_n_1_1,根据句子选择目标单词的完整中文释义。,"The baby slept under a warm blanket.

句中“blanket”是什么意思？",blanket,婴儿盖着温暖的毯子睡觉。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_blanket_n_1_spelling_e45e0443f3bf,blanket_n_1,4,1,1,ex_blanket_n_1_2,Complete the word using the first-letter hint.,She folded the b______ after waking up.,blanket,她醒来后叠好毯子。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_blanket_n_1_cloze_96fb6a3e5823,blanket_n_1,4,3,3,ex_blanket_n_1_1,毯子；毛毯,The baby slept under a warm ______.,blanket,婴儿盖着温暖的毯子睡觉。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_pillow_n_1_meaning_ea1471abb5c3,pillow_n_1,4,2,2,,Choose the word that matches the meaning.,a cushion to support the head of a sleeping person,pillow,枕头,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_pillow_n_1_context_3365dd5ade66,pillow_n_1,4,2,2,ex_pillow_n_1_1,根据句子选择目标单词的完整中文释义。,"He put his head on the pillow.

句中“pillow”是什么意思？",pillow,他把头放在枕头上。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_pillow_n_1_spelling_b534b7d1dd19,pillow_n_1,4,1,1,ex_pillow_n_1_2,Complete the word using the first-letter hint.,This soft p_____ supports my neck.,pillow,这个柔软的枕头支撑着我的脖子。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_pillow_n_1_cloze_eb9c418a9173,pillow_n_1,4,3,3,ex_pillow_n_1_1,枕头,He put his head on the ______.,pillow,他把头放在枕头上。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_mattress_n_1_meaning_bdc11ddec984,mattress_n_1,4,2,2,,Choose the word that matches the meaning.,"a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed",mattress,床垫,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_mattress_n_1_context_6d0db4648493,mattress_n_1,4,2,2,ex_mattress_n_1_1,根据句子选择目标单词的完整中文释义。,"The mattress is firm but comfortable.

句中“mattress”是什么意思？",mattress,这个床垫结实但舒适。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_4_mattress_n_1_spelling_ba1dad575674,mattress_n_1,4,1,1,ex_mattress_n_1_2,Complete the word using the first-letter hint.,They placed the new m_______ on the bed.,mattress,他们把新床垫放在床上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_4_mattress_n_1_cloze_ce5e66490589,mattress_n_1,4,3,3,ex_mattress_n_1_1,床垫,The ______ is firm but comfortable.,mattress,这个床垫结实但舒适。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_cup_n_1_meaning_2c62735b98fa,cup_n_1,5,2,2,,Choose the word that matches the meaning.,"small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.",cup,杯子,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_cup_n_1_context_038afdd79791,cup_n_1,5,2,2,ex_cup_n_1_1,根据句子选择目标单词的完整中文释义。,"She drank tea from a small cup.

句中“cup”是什么意思？",cup,她用一个小杯子喝茶。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_cup_n_1_spelling_7fb6686f32ec,cup_n_1,5,1,1,ex_cup_n_1_2,Complete the word using the first-letter hint.,Please put the clean c___ in the cabinet.,cup,请把干净的杯子放进橱柜。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_cup_n_1_cloze_fcea7b2b16e2,cup_n_1,5,3,3,ex_cup_n_1_1,杯子,She drank tea from a small ______.,cup,她用一个小杯子喝茶。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_glass_n_1_meaning_653cd1c2b00a,glass_n_1,5,2,2,,Choose the word that matches the meaning.,a small container made of glass that is used for drinking,glass,玻璃杯,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_glass_n_1_context_27c1d6ff4c7f,glass_n_1,5,2,2,ex_glass_n_1_1,根据句子选择目标单词的完整中文释义。,"He poured water into a glass.

句中“glass”是什么意思？",glass,他把水倒进玻璃杯。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_glass_n_1_spelling_3192b37f004f,glass_n_1,5,1,1,ex_glass_n_1_2,Complete the word using the first-letter hint.,The g____ is beside the bottle.,glass,玻璃杯在瓶子旁边。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_glass_n_1_cloze_9154b36f322e,glass_n_1,5,3,3,ex_glass_n_1_1,玻璃杯,He poured water into a ______.,glass,他把水倒进玻璃杯。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_object_n_1_meaning_15261a12f511,object_n_1,5,2,2,,Choose the word that matches the meaning.,"thing that can be seen and touched, but is not alive",object,物体；物品,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_object_n_1_context_1829f73ac5aa,object_n_1,5,2,2,ex_object_n_1_1,根据句子选择目标单词的完整中文释义。,"The museum displays an unusual object.

句中“object”是什么意思？",object,博物馆展出了一件不寻常的物品。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_object_n_1_spelling_f89f8828b4bc,object_n_1,5,1,1,ex_object_n_1_2,Complete the word using the first-letter hint.,Each o_____ on the table has a number.,object,桌上的每件物品都有编号。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_object_n_1_cloze_1be4aee6bed8,object_n_1,5,3,3,ex_object_n_1_1,物体；物品,The museum displays an unusual ______.,object,博物馆展出了一件不寻常的物品。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_thing_n_1_meaning_2ff111855f48,thing_n_1,5,2,2,,Choose the word that matches the meaning.,"an object whose name you do not use because you do not need to or want to, or because you do not know it",thing,东西；事物,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_thing_n_1_context_d0155b3c6e64,thing_n_1,5,2,2,ex_thing_n_1_1,根据句子选择目标单词的完整中文释义。,"What is that thing under the chair?

句中“thing”是什么意思？",thing,椅子下面的那个东西是什么？,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_thing_n_1_spelling_a246fe4af368,thing_n_1,5,1,1,ex_thing_n_1_2,Complete the word using the first-letter hint.,The first t____ I need is a towel.,thing,我首先需要的是一条毛巾。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_thing_n_1_cloze_d18ddf9fd0f3,thing_n_1,5,3,3,ex_thing_n_1_1,东西；事物,What is that ______ under the chair?,thing,椅子下面的那个东西是什么？,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_box_n_1_meaning_b6363be9d9f2,box_n_1,5,2,2,,Choose the word that matches the meaning.,"container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things",box,盒子；箱子,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_box_n_1_context_eec0bde060c0,box_n_1,5,2,2,ex_box_n_1_1,根据句子选择目标单词的完整中文释义。,"The books are packed in a box.

句中“box”是什么意思？",box,书装在一个箱子里。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_box_n_1_spelling_cda32a1fa594,box_n_1,5,1,1,ex_box_n_1_2,Complete the word using the first-letter hint.,She opened the b___ with a knife.,box,她用刀打开了箱子。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_box_n_1_cloze_f67706b1ce72,box_n_1,5,3,3,ex_box_n_1_1,盒子；箱子,The books are packed in a ______.,box,书装在一个箱子里。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bag_n_1_meaning_4c211806d4b3,bag_n_1,5,2,2,,Choose the word that matches the meaning.,"container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling",bag,袋子；包,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bag_n_1_context_509c1980ec4c,bag_n_1,5,2,2,ex_bag_n_1_1,根据句子选择目标单词的完整中文释义。,"His phone is inside the bag.

句中“bag”是什么意思？",bag,他的电话在包里。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_bag_n_1_spelling_76d2a2dcb334,bag_n_1,5,1,1,ex_bag_n_1_2,Complete the word using the first-letter hint.,She carried a heavy shopping b___.,bag,她提着一个沉重的购物袋。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bag_n_1_cloze_17fa48c7e459,bag_n_1,5,3,3,ex_bag_n_1_1,袋子；包,His phone is inside the ______.,bag,他的电话在包里。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bottle_n_1_meaning_d442acc838bc,bottle_n_1,5,2,2,,Choose the word that matches the meaning.,"glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids",bottle,瓶子,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bottle_n_1_context_b63699142755,bottle_n_1,5,2,2,ex_bottle_n_1_1,根据句子选择目标单词的完整中文释义。,"Fill the bottle with clean water.

句中“bottle”是什么意思？",bottle,把瓶子装满干净的水。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_bottle_n_1_spelling_f1191e66139e,bottle_n_1,5,1,1,ex_bottle_n_1_2,Complete the word using the first-letter hint.,The empty b_____ is on the table.,bottle,空瓶子在桌上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bottle_n_1_cloze_8416f9904076,bottle_n_1,5,3,3,ex_bottle_n_1_1,瓶子,Fill the ______ with clean water.,bottle,把瓶子装满干净的水。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_knife_n_1_meaning_3f912adbb96c,knife_n_1,5,2,2,,Choose the word that matches the meaning.,"sharp blade (= metal edge) with a handle, used for cutting or as a weapon",knife,刀；小刀,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_knife_n_1_context_302156d70d5e,knife_n_1,5,2,2,ex_knife_n_1_1,根据句子选择目标单词的完整中文释义。,"Use a sharp knife to cut the bread.

句中“knife”是什么意思？",knife,用锋利的刀切面包。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_knife_n_1_spelling_0c8800f6a9a2,knife_n_1,5,1,1,ex_knife_n_1_2,Complete the word using the first-letter hint.,Keep the k____ away from children.,knife,把刀放在孩子够不到的地方。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_knife_n_1_cloze_bac69df069dd,knife_n_1,5,3,3,ex_knife_n_1_1,刀；小刀,Use a sharp ______ to cut the bread.,knife,用锋利的刀切面包。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_television_n_1_meaning_acb3201aef21,television_n_1,5,2,2,,Choose the word that matches the meaning.,piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds,television,电视机,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_television_n_1_context_3d147dbf68bd,television_n_1,5,2,2,ex_television_n_1_1,根据句子选择目标单词的完整中文释义。,"The television stands beside the cabinet.

句中“television”是什么意思？",television,电视机放在橱柜旁边。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_television_n_1_spelling_90573d122ef3,television_n_1,5,1,1,ex_television_n_1_2,Complete the word using the first-letter hint.,Please turn off the t_________ before bed.,television,睡觉前请关掉电视。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_television_n_1_cloze_e05657d2c7ef,television_n_1,5,3,3,ex_television_n_1_1,电视机,The ______ stands beside the cabinet.,television,电视机放在橱柜旁边。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_dish_n_1_meaning_7772255c1088,dish_n_1,5,2,2,,Choose the word that matches the meaning.,a shallow container used for cooking or serving food,dish,盘；碟,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_dish_n_1_context_e2626d3bb552,dish_n_1,5,2,2,ex_dish_n_1_1,根据句子选择目标单词的完整中文释义。,"She served the vegetables in a large dish.

句中“dish”是什么意思？",dish,她用一个大盘子盛蔬菜。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_dish_n_1_spelling_5020e4314401,dish_n_1,5,1,1,ex_dish_n_1_2,Complete the word using the first-letter hint.,Please place the clean d___ on the shelf.,dish,请把干净的盘子放在架子上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_dish_n_1_cloze_314ebb104bff,dish_n_1,5,3,3,ex_dish_n_1_1,盘；碟,She served the vegetables in a large ______.,dish,她用一个大盘子盛蔬菜。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_computer_n_1_meaning_c99d4f2f9520,computer_n_1,5,2,2,,Choose the word that matches the meaning.,"an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines",computer,电脑,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_computer_n_1_context_49b6bbac9122,computer_n_1,5,2,2,ex_computer_n_1_1,根据句子选择目标单词的完整中文释义。,"He uses the computer for schoolwork.

句中“computer”是什么意思？",computer,他用电脑做功课。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_computer_n_1_spelling_452a1a87a56a,computer_n_1,5,1,1,ex_computer_n_1_2,Complete the word using the first-letter hint.,The c_______ is on the bedroom desk.,computer,电脑放在卧室的书桌上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_computer_n_1_cloze_a48cb54b81a2,computer_n_1,5,3,3,ex_computer_n_1_1,电脑,He uses the ______ for schoolwork.,computer,他用电脑做功课。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_plate_n_1_meaning_6d87ebbae2fb,plate_n_1,5,2,2,,Choose the word that matches the meaning.,"flat, usually round, dish that you put food on",plate,盘子,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_plate_n_1_context_7a54c7751820,plate_n_1,5,2,2,ex_plate_n_1_1,根据句子选择目标单词的完整中文释义。,"Put the bread on a clean plate.

句中“plate”是什么意思？",plate,把面包放在干净的盘子上。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_plate_n_1_spelling_434a8f90b561,plate_n_1,5,1,1,ex_plate_n_1_2,Complete the word using the first-letter hint.,Each child carried a p____ to the table.,plate,每个孩子端着一个盘子到桌边。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_plate_n_1_cloze_33cea975b3a2,plate_n_1,5,3,3,ex_plate_n_1_1,盘子,Put the bread on a clean ______.,plate,把面包放在干净的盘子上。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_phone_n_1_meaning_4f56bb534510,phone_n_1,5,2,2,,Choose the word that matches the meaning.,piece of equipment for talking to people who are not in the same place as you,phone,电话；手机,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_phone_n_1_context_e8e73cff25a8,phone_n_1,5,2,2,ex_phone_n_1_1,根据句子选择目标单词的完整中文释义。,"My phone is charging beside the bed.

句中“phone”是什么意思？",phone,我的手机正在床边充电。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_5_phone_n_1_spelling_0687f351e76b,phone_n_1,5,1,1,ex_phone_n_1_2,Complete the word using the first-letter hint.,She used the p____ to call her mother.,phone,她用电话给妈妈打电话。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_phone_n_1_cloze_1c2be6f1a945,phone_n_1,5,3,3,ex_phone_n_1_1,电话；手机,My ______ is charging beside the bed.,phone,我的手机正在床边充电。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_5_bowl_n_1_meaning_d9ad7725bed9,bowl_n_1,5,2,2,,Choose the word that matches the meaning.,"deep round dish with a wide open top, used especially for holding food or liquid",bowl,碗,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
